Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423.0
Existing Customer,54,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2,2,11742.0
Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,3069.0
Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516.0
Existing Customer,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517.0
Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3
Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,1,2216.0
Existing Customer,51,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,2,3,3232.0
Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478.0
Existing Customer,50,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814.0
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438.3
Existing Customer,42,F,4,Unknown,Single,Less than $40K,Blue,30,3,2,1,1446.0
Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,37,5,2,3,1493.0
Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244.0
Existing Customer,40,M,5,High School,Single,$40K - $60K,Blue,20,5,2,1,2984.0
Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,2,2713.0
Existing Customer,42,F,2,Unknown,Single,$40K - $60K,Blue,34,4,4,3,2471.0
Existing Customer,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437.0
Existing Customer,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166.0
Existing Customer,38,M,1,Graduate,Unknown,$40K - $60K,Blue,27,5,6,0,13100.0
Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,6,2,3,2242.0
Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874.0
Existing Customer,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432.0
Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,34,6,4,2,4975.0
Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,38,6,5,1,2652.0
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043.0
Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489.0
Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858.0
Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822.0
Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,3,2,2901.0
Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594.0
Existing Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,3,1,2241.0
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581.0
Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,33,6,4,1,14713.0
Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910.0
Existing Customer,39,F,3,High School,Single,Unknown,Blue,36,3,3,3,2366.0
Attrited Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,5,4,3,1681.0
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,32,6,1,1,2594.0
Existing Customer,41,F,4,Unknown,Single,$40K - $60K,Blue,31,5,1,2,2128.0
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438.3
Attrited Customer,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3
Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,36,4,3,1,4696.0
Attrited Customer,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566.0
Existing Customer,53,F,2,Unknown,Married,Unknown,Blue,36,3,4,3,2592.0
Existing Customer,56,F,1,Unknown,Single,Less than $40K,Blue,50,4,4,1,1698.0
Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,47,5,2,2,4682.0
Existing Customer,56,F,2,Uneducated,Married,$40K - $60K,Blue,44,6,1,2,4439.0
Existing Customer,34,F,1,Uneducated,Single,Less than $40K,Blue,25,6,1,2,2689.0
Existing Customer,46,M,2,High School,Married,$80K - $120K,Blue,30,6,3,1,11670.0
Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,36,3,1,1,1596.0
Attrited Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356.0
Existing Customer,53,M,0,High School,Married,$60K - $80K,Blue,46,4,4,2,1590.0
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994.0
Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Silver,44,4,2,3,16406.0
Existing Customer,52,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,1,2451.0
Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109.0
Existing Customer,45,F,1,Unknown,Single,Less than $40K,Blue,36,3,4,1,2632.0
Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757.0
Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,6,4,3,2711.0
Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776.0
Existing Customer,44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,1438.3
Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015.0
Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,2,8529.0
Existing Customer,49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604.0
Existing Customer,56,F,1,College,Married,Unknown,Blue,36,6,2,2,4263.0
Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493.0
Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568.0
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521.0
Existing Customer,48,M,2,Graduate,Single,$40K - $60K,Blue,31,6,3,3,3261.0
Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,1781.0
Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284.0
Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590.0
Existing Customer,57,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734.0
Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645.0
Existing Customer,48,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,6,4,2,1438.3
Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207.0
Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723.0
Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644.0
Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745.0
Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376.0
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298.0
Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0
Existing Customer,41,M,4,High School,Unknown,$40K - $60K,Blue,29,5,4,2,3600.0
Existing Customer,45,F,4,High School,Single,$40K - $60K,Blue,29,3,2,1,4595.0
Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795.0
Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768.0
Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780.0
Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987.0
Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717.0
Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887.0
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3
Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879.0
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809.0
Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628.0
Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3
Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586.0
Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311.0
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109.0
Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562.0
Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3
Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981.0
Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295.0
Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708.0
Existing Customer,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210.0
Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972.0
Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384.0
Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311.0
Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912.0
Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147.0
Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214.0
Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006.0
Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735.0
Existing Customer,50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390.0
Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0
Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249.0
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484.0
Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932.0
Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882.0
Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658.0
Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589.0
Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484.0
Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678.0
Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373.0
Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846.0
Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585.0
Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837.0
Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066.0
Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789.0
Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449.0
Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911.0
Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737.0
Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815.0
Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848.0
Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592.0
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768.0
Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128.0
Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557.0
Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991.0
Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516.0
Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099.0
Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559.0
Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981.0
Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358.0
Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067.0
Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023.0
Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222.0
Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438.3
Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0
Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937.0
Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219.0
Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0
Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361.0
Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786.0
Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3
Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3
Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725.0
Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039.0
Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467.0
Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3
Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759.0
Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206.0
Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045.0
Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170.0
Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300.0
Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422.0
Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015.0
Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048.0
Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152.0
Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017.0
Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516.0
Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819.0
Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228.0
Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279.0
Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3
Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686.0
Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942.0
Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858.0
Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651.0
Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449.0
Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423.0
Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915.0
Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486.0
Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0
Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653.0
Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723.0
Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3
Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818.0
Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384.0
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824.0
Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452.0
Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248.0
Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627.0
Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438.3
Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357.0
Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542.0
Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275.0
Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706.0
Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591.0
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,1,3,19360.0
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,3,2,1707.0
Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844.0
Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,6,4,1,2851.0
Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951.0
Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438.3
Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090.0
Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,34516.0
Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837.0
Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,3,3,2300.0
Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611.0
Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,3,2,22863.0
Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46,6,3,1,2192.0
Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,6,3,2917.0
Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,3,3,2,1438.3
Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784.0
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,4,1,8919.0
Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164.0
Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,38,4,4,3,2792.0
Existing Customer,60,F,0,College,Married,Less than $40K,Blue,49,5,3,3,1634.0
Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144.0
Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,26,4,1,2,3664.0
Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,3,1,4788.0
Existing Customer,34,F,3,College,Married,Less than $40K,Blue,23,3,3,3,2164.0
Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,4,2,1532.0
Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883.0
Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,4,1,3,3659.0
Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,37,6,1,1,2946.0
Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,1,0,2697.0
Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,40,3,1,3,3811.0
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,27,5,2,3,1613.0
Existing Customer,42,F,4,College,Married,Less than $40K,Blue,27,6,2,1,2043.0
Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,1684.0
Existing Customer,47,F,5,Uneducated,Unknown,Unknown,Blue,34,4,1,3,3127.0
Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43,3,4,1,7106.0
Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,3,1,2784.0
Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,38,5,3,1,5536.0
Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,1717.0
Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,2,1438.3
Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866.0
Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,1,2516.0
Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076.0
Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,7514.0
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,6,4,2,2804.0
Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,1,3,1817.0
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,3,3,2,2590.0
Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,29,5,3,1,4938.0
Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,5,1,1,19940.0
Existing Customer,52,F,0,Graduate,Single,Unknown,Blue,36,3,4,1,12366.0
Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,30,6,3,3,2583.0
Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,2,2,2616.0
Existing Customer,52,F,3,Unknown,Single,$40K - $60K,Blue,45,5,3,1,6053.0
Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708.0
Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393.0
Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,3424.0
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,3,2640.0
Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,42,6,2,2,1931.0
Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,38,4,4,2,2123.0
Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,4,2,1606.0
Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5,2,2,5633.0
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,6,2,2,1438.3
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,32,6,2,3,2590.0
Existing Customer,43,M,5,Unknown,Single,$60K - $80K,Blue,24,3,1,3,4556.0
Existing Customer,47,F,4,High School,Married,Unknown,Blue,39,6,4,0,1537.0
Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,47,3,2,2,1602.0
Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080.0
Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,34,6,3,1,7565.0
Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,5,2,3,4786.0
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,3,2375.0
Existing Customer,48,F,2,High School,Married,Unknown,Blue,37,3,2,2,8446.0
Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,36,3,4,3,1977.0
Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,2,3,13908.0
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,42,3,3,2,19220.0
Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,30,3,3,1,2709.0
Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,33,5,4,1,1503.0
Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,5,2,2,9186.0
Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,46,3,2,2,2165.0
Existing Customer,41,F,4,High School,Single,Unknown,Blue,36,4,2,3,1438.3
Existing Customer,61,F,1,College,Single,Unknown,Blue,50,4,4,1,6673.0
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,42,3,1,1,2404.0
Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,2,1666.0
Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,31,3,1,3,8228.0
Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,43,4,1,3,3186.0
Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596.0
Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662.0
Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053.0
Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193.0
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,1,2,1927.0
Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821.0
Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,42,5,4,3,3879.0
Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,6,2,1,1971.0
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,35,3,1,1,1755.0
Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031.0
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,31,5,2,0,2330.0
Existing Customer,46,F,3,College,Married,Less than $40K,Blue,40,6,4,2,1438.3
Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,51,6,5,3,1438.3
Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,46,6,3,1,5130.0
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,42,4,1,1,11794.0
Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603.0
Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606.0
Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,6,2,1,5153.0
Existing Customer,47,F,3,College,Single,Less than $40K,Blue,36,3,2,1,2500.0
Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,33,5,3,2,2654.0
Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611.0
Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,42,5,2,3,1882.0
Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,36,3,1,2,7421.0
